"","YEAR","POS","PLAYER","YDS.DRV","DRV.ACC","GIR","PP.GIR","EAGLE","BIRDIE","PARS","BOGEY","DBL.","TO.PAR","TO.PAR_","POS_","Marks","PTS","top_count","top_mean","PTS_std"
"297",2015,"T3","United StatesJordan Spieth",294.6,71.4,61.1,1.667,1,11,37,3,2,"-13",-13,3,54,74,15,76.9,-2.90000000000001
"298",2015,"T5","JapanHideki Matsuyama",299.6,78.6,63,1.588,0,15,34,5,0,"-12",-12,5,54,73.5,15,76.9,-3.40000000000001
"299",2015,"T5","AustraliaMarc Leishman",301.7,76.2,68.5,1.622,0,17,29,8,0,"-12",-12,5,54,75.5,15,76.9,-1.40000000000001
"300",2015,"T5","United StatesJim Furyk",279.8,83.3,77.8,1.69,0,16,33,5,0,"-12",-12,5,54,76,15,76.9,-0.900000000000006
"301",2015,"T8","United StatesTony Finau",311,71.4,66.7,1.722,1,13,31,9,0,"-11",-11,8,54,67,15,76.9,-9.90000000000001
"302",2015,"T8","United StatesKevin Kisner",290.5,90.5,70.4,1.658,0,16,32,5,1,"-11",-11,8,54,69.5,15,76.9,-7.40000000000001
"303",2015,"T8","United StatesKeegan Bradley",302.8,69.1,55.6,1.6,0,18,28,7,1,"-11",-11,8,54,72.5,15,76.9,-4.40000000000001
"304",2015,"T11","United StatesBilly Horschel",294.5,73.8,59.3,1.625,0,17,28,8,1,"-10",-10,11,54,66,15,76.9,-10.9
"305",2015,"T11","FijiVijay Singh",293.5,69.1,61.1,1.727,0,12,37,5,0,"-10",-10,11,54,58,15,76.9,-18.9
"306",2015,"T13","United StatesKevin Na",285.7,69.1,68.5,1.784,0,18,28,6,2,"-9",-9,13,54,69,15,76.9,-7.90000000000001
"307",2015,"T13","United StatesGeorge McNeill",293.4,83.3,72.2,1.718,2,12,30,10,0,"-9",-9,13,54,68,15,76.9,-8.90000000000001
"308",2015,"T13","United StatesDustin Johnson",329.4,66.7,59.3,1.563,2,15,29,5,3,"-9",-9,13,54,76,15,76.9,-0.900000000000006
"309",2015,"T13","EnglandAndy Sullivan",299.3,83.3,66.7,1.472,0,19,28,5,2,"-9",-9,13,54,72.5,15,76.9,-4.40000000000001
"310",2015,"17","United StatesBrendon Todd",273.9,90.5,75.9,1.61,0,18,29,6,1,"-8",-8,17,54,69.5,15,76.9,-7.40000000000001
"311",2015,"T18","United StatesRyan Moore",282.5,83.3,66.7,1.667,1,13,34,4,2,"-7",-7,18,54,65,15,76.9,-11.9
"312",2015,"T18","United StatesBill Haas",291.6,81,79.6,1.837,0,10,39,4,1,"-7",-7,18,54,51.5,15,76.9,-25.4
"313",2015,"T18","United StatesKevin Streelman",290.1,92.9,75.9,1.78,1,15,32,5,1,"-7",-7,18,54,70.5,15,76.9,-6.40000000000001
"314",2015,"T18","United StatesRobert Streb",294.1,59.5,66.7,1.694,0,13,34,6,1,"-7",-7,18,54,57,15,76.9,-19.9
"315",2015,"T18","United StatesHarris English",305,71.4,64.8,1.686,0,14,32,8,0,"-7",-7,18,54,59,15,76.9,-17.9
"316",2015,"T18","ScotlandRussell Knox",281.1,78.6,63,1.735,0,10,37,7,0,"-7",-7,18,54,50,15,76.9,-26.9
"317",2015,"T24","SlovakiaRory Sabbatini",290,61.9,70.4,1.763,0,15,30,9,0,"-6",-6,24,54,59.5,15,76.9,-17.4
"318",2015,"T24","United StatesJason Dufner",288.8,71.4,74.1,1.7,4,11,31,6,2,"-6",-6,24,54,79.5,15,76.9,2.59999999999999
"319",2015,"T26","United StatesMatt Kuchar",285.9,57.1,66.7,1.556,2,14,30,5,3,"-5",-5,26,54,70.5,15,76.9,-6.40000000000001
"320",2015,"T26","CanadaGraham DeLaet",298.2,71.4,74.1,1.725,0,14,32,8,0,"-5",-5,26,54,57,15,76.9,-19.9
"321",2015,"T26","United StatesJeff Overton",282.4,76.2,63,1.618,0,15,32,6,1,"-5",-5,26,54,60,15,76.9,-16.9
"322",2015,"T26","South AfricaThomas Aiken",290,83.3,59.3,1.5,1,15,31,6,1,"-5",-5,26,54,67.5,15,76.9,-9.40000000000001
"323",2015,"T26","United StatesPatrick Reed",297.7,54.8,59.3,1.469,0,17,28,9,0,"-5",-5,26,54,63.5,15,76.9,-13.4
"324",2015,"T31","United StatesChris Stroud",287.3,71.4,61.1,1.636,0,17,29,5,3,"-4",-4,31,54,62,15,76.9,-14.9
"325",2015,"T31","AustraliaGreg Chalmers",279.9,69.1,63,1.529,0,16,27,10,1,"-4",-4,31,54,57.5,15,76.9,-19.4
"326",2015,"T31","South AfricaRetief Goosen",284.6,61.9,63,1.765,0,10,38,6,0,"-4",-4,31,54,48,15,76.9,-28.9
"327",2015,"T31","United StatesStewart Cink",294.9,78.6,72.2,1.795,0,12,33,8,1,"-4",-4,31,54,49.5,15,76.9,-27.4
"328",2015,"T31","United StatesCharles Howell III",299.7,52.4,63,1.618,0,16,29,7,2,"-4",-4,31,54,59,15,76.9,-17.9
"329",2015,"T36","SwedenCarl Pettersson",299.2,83.3,55.6,1.767,4,5,37,8,0,"-3",-3,36,54,63.5,15,76.9,-13.4
"330",2015,"T36","United StatesErik Compton",287.9,71.4,64.8,1.686,1,17,26,9,1,"-3",-3,36,54,68.5,15,76.9,-8.40000000000001
"331",2015,"T36","United StatesChris Kirk",280.6,81,63,1.765,0,11,33,9,1,"-3",-3,36,54,46,15,76.9,-30.9
"332",2015,"T36","United StatesJohn Huh",283.5,66.7,63,1.647,0,14,33,5,2,"-3",-3,36,54,56,15,76.9,-20.9
"333",2015,"T40","United StatesPatrick Rodgers",308.1,69.1,63,1.647,0,14,29,11,0,"-2",-2,40,54,53,15,76.9,-23.9
"334",2015,"T40","United StatesShawn Stefani",296.7,69.1,66.7,1.778,0,11,36,6,1,"-2",-2,40,54,49,15,76.9,-27.9
"335",2015,"T40","United StatesJim Herman",295.6,73.8,70.4,1.763,0,12,36,6,0,"-2",-2,40,54,53,15,76.9,-23.9
"336",2015,"T40","United StatesWilliam McGirt",287.8,83.3,61.1,1.727,1,11,36,5,1,"-2",-2,40,54,57.5,15,76.9,-19.4
"337",2015,"T40","AustraliaMatt Jones",302.7,71.4,55.6,1.767,1,12,32,7,2,"-2",-2,40,54,56.5,15,76.9,-20.4
"338",2015,"T40","ColombiaCamilo Villegas",291,57.1,61.1,1.667,0,13,33,6,2,"-2",-2,40,54,52.5,15,76.9,-24.4
"339",2015,"T40","United StatesJonathan Byrd",290.3,61.9,63,1.706,0,12,37,4,1,"-2",-2,40,54,53.5,15,76.9,-23.4
"340",2015,"T40","United StatesBo Van Pelt",295.8,64.3,70.4,1.711,0,17,26,8,2,"-2",-2,40,53,60,15,76.9,-16.9
"341",2015,"T40","United StatesSteve Stricker",272.8,59.5,64.8,1.857,0,8,37,8,1,"-2",-2,40,54,39.5,15,76.9,-37.4
"342",2015,"T49","United StatesKevin Chappell",279.7,52.4,53.7,1.828,0,10,37,6,1,"-1",-1,49,54,45.5,15,76.9,-31.4
"343",2015,"T49","South KoreaSangmoon Bae",282.8,64.3,63,1.676,0,14,28,8,4,"-1",-1,49,54,49,15,76.9,-27.9
"344",2015,"T49","United StatesChesson Hadley",289.9,52.4,68.5,1.649,1,13,31,6,3,"-1",-1,49,54,57.5,15,76.9,-19.4
"345",2015,"T52","United StatesJames Hahn",289.4,76.2,70.4,1.789,0,11,34,9,0,"E",0,52,54,45.5,15,76.9,-31.4
"346",2015,"T52","United StatesTroy Merritt",290.4,69.1,68.5,1.676,0,14,34,3,3,"E",0,52,54,54.5,15,76.9,-22.4
"347",2015,"T52","United StatesBrooks Koepka",296.8,66.7,59.3,1.594,2,13,28,11,0,"E",0,52,54,63.5,15,76.9,-13.4
"348",2015,"T52","AustraliaSteven Bowditch",307.7,57.1,70.4,1.658,1,14,34,2,3,"E",0,52,54,63,15,76.9,-13.9
"349",2015,"T52","United StatesJason Bohn",273.2,78.6,61.1,1.576,0,16,26,8,4,"E",0,52,54,53,15,76.9,-23.9
"350",2015,"T57","United StatesAndrew Svoboda",286.1,66.7,55.6,1.6,1,13,25,14,1,"1",1,57,54,51.5,15,76.9,-25.4
"351",2015,"T57","United StatesPat Perez",283.8,73.8,72.2,1.718,0,15,30,7,1,"1",1,57,53,55.5,15,76.9,-21.4
"352",2015,"T57","AustraliaJohn Senden",290.4,76.2,66.7,1.806,0,9,37,7,1,"1",1,57,54,41,15,76.9,-35.9
"353",2015,"T57","CanadaAdam Hadwin",286.6,71.4,70.4,1.816,0,12,35,7,0,"1",1,57,54,50,15,76.9,-26.9
"354",2015,"T61","United StatesBrian Stuard",273.5,81,75.9,1.78,1,9,35,7,1,"2",2,61,53,48,15,76.9,-28.9
"355",2015,"T61","United StatesZac Blair",269.1,76.2,66.7,1.75,0,10,40,1,3,"2",2,61,54,46.5,15,76.9,-30.4
"356",2015,"T63","United StatesHudson Swafford",313.8,71.4,70.4,1.763,0,14,27,9,3,"3",3,63,53,48,15,76.9,-28.9
"357",2015,"T63","United StatesBrendan Steele",308,64.3,68.5,1.784,0,14,32,7,1,"3",3,63,54,53.5,15,76.9,-23.4
"358",2015,"T65","United StatesNick Watney",303.8,69.1,68.5,1.838,0,12,27,14,1,"5",5,65,54,41.5,15,76.9,-35.4
"359",2015,"T65","United StatesKen Duke",274.9,76.2,57.4,1.742,1,12,28,11,1,"5",5,65,53,51.5,15,76.9,-25.4
"360",2015,"T65","United StatesPhil Mickelson",297.5,73.8,59.3,1.688,1,10,31,10,2,"5",5,65,54,46.5,15,76.9,-30.4
"361",2015,"T68","United StatesLucas Glover",299.9,54.8,53.7,1.793,1,10,27,15,0,"6",6,68,53,44,15,76.9,-32.9
"362",2015,"T68","United StatesScott Langley",280.9,61.9,57.4,1.742,0,8,36,9,1,"6",6,68,54,36.5,15,76.9,-40.4
"363",2015,"T68","United StatesAndrew Putnam",278.3,69.1,66.7,1.667,0,14,32,7,0,"6",6,68,53,54.5,15,76.9,-22.4
"364",2015,"71","United StatesTiger Woods",298.4,38.1,48.2,1.692,0,11,26,13,3,"14",14,71,53,36.5,15,76.9,-40.4
"365",2016,"1","United StatesWilliam McGirt",285.4,67.9,73.6,1.736,1,20,44,7,0,"-15",-15,1,72,116.5,15,97.7,18.8
"366",2016,"2","United StatesJon Curran",275.4,66.1,61.1,1.545,1,20,44,7,0,"-15",-15,2,72,106.5,15,97.7,8.8
"367",2016,"3","United StatesDustin Johnson",305,62.5,76.4,1.6,0,26,35,10,1,"-14",-14,3,72,107.5,15,97.7,9.8
"368",2016,"T4","Northern IrelandRory McIlroy",307.1,75,66.7,1.604,0,25,36,10,1,"-13",-13,4,72,103,15,97.7,5.3
"369",2016,"T4","United StatesJ.B. Holmes",309.9,50,62.5,1.622,0,25,36,10,1,"-13",-13,4,72,103,15,97.7,5.3
"370",2016,"T4","United StatesMatt Kuchar",287.4,73.2,69.4,1.62,0,24,38,9,1,"-13",-13,4,72,101.5,15,97.7,3.8
"371",2016,"T4","United StatesGary Woodland",299.7,73.2,63.9,1.739,1,16,50,5,0,"-13",-13,4,72,94.5,15,97.7,-3.2
"372",2016,"T8","United StatesPatrick Reed",296.3,66.1,73.6,1.792,2,17,44,9,0,"-12",-12,8,72,93.5,15,97.7,-4.2
"373",2016,"T8","United StatesKeegan Bradley",305.7,73.2,73.6,1.698,0,19,47,5,1,"-12",-12,8,72,86,15,97.7,-11.7
"374",2016,"T8","United StatesKevin Streelman",285.3,75,73.6,1.642,1,19,44,7,1,"-12",-12,8,72,91.5,15,97.7,-6.2
"375",2016,"T11","AustraliaMarc Leishman",293.2,67.9,72.2,1.731,0,18,48,5,1,"-11",-11,11,72,80.5,15,97.7,-17.2
"376",2016,"T11","United StatesTony Finau",310.6,58.9,69.4,1.66,0,21,41,10,0,"-11",-11,11,72,84.5,15,97.7,-13.2
"377",2016,"T11","South AfricaCharl Schwartzel",296.3,71.4,68.1,1.612,0,26,33,12,0,"-11",-11,11,71,94.5,15,97.7,-3.2
"378",2016,"T11","South KoreaByeong Hun An",303.4,57.1,69.4,1.62,0,22,40,9,1,"-11",-11,11,72,86.5,15,97.7,-11.2
"379",2016,"T11","United StatesRoberto Castro",278.8,66.1,72.2,1.712,0,18,47,7,0,"-11",-11,11,72,80,15,97.7,-17.7
"380",2016,"T11","AustraliaJohn Senden",287.2,75,75,1.667,0,23,38,10,1,"-11",-11,11,72,88,15,97.7,-9.7
"381",2016,"T11","United StatesWebb Simpson",274.8,71.4,66.7,1.646,3,16,42,11,0,"-11",-11,11,72,93.5,15,97.7,-4.2
"382",2016,"T11","ArgentinaEmiliano Grillo",289.9,66.1,70.8,1.647,0,23,39,8,2,"-11",-11,11,72,88.5,15,97.7,-9.2
"383",2016,"T11","CanadaAdam Hadwin",285.3,69.6,66.7,1.583,2,20,37,13,0,"-11",-11,11,72,94,15,97.7,-3.7
"384",2016,"T20","United StatesSmylie Kaufman",305.8,60.7,68.1,1.714,1,18,43,10,0,"-10",-10,20,72,83.5,15,97.7,-14.2
"385",2016,"T20","United StatesKyle Reifers",285.7,80.4,63.9,1.696,0,18,46,8,0,"-10",-10,20,72,78,15,97.7,-19.7
"386",2016,"T20","United StatesBrendan Steele",301.6,64.3,68.1,1.673,1,19,43,7,2,"-10",-10,20,72,86,15,97.7,-11.7
"387",2016,"T20","AustraliaMatt Jones",290.6,66.1,70.8,1.686,1,17,47,5,2,"-10",-10,20,72,83,15,97.7,-14.7
"388",2016,"T20","United StatesPhil Mickelson",296,71.4,79.2,1.702,0,23,36,13,0,"-10",-10,20,72,85.5,15,97.7,-12.2
"389",2016,"T20","United StatesRobert Streb",287.9,69.6,75,1.648,0,23,39,8,1,"-10",-10,20,71,88.5,15,97.7,-9.2
"390",2016,"T20","DenmarkSøren Kjeldsen",273.7,85.7,75,1.685,0,20,42,10,0,"-10",-10,20,72,81,15,97.7,-16.7
"391",2016,"T27","SwedenDavid Lingmerth",281.6,78.6,68.1,1.735,0,19,43,10,0,"-9",-9,27,72,76.5,15,97.7,-21.2
"392",2016,"T27","CanadaDavid Hearn",275.7,87.5,70.8,1.686,2,17,42,10,1,"-9",-9,27,72,85,15,97.7,-12.7
"393",2016,"T27","United StatesJohn Huh",282.8,75,66.7,1.792,0,16,50,5,1,"-9",-9,27,72,72.5,15,97.7,-25.2
"394",2016,"T27","United StatesScott Brown",293,69.6,70.8,1.725,0,18,46,7,1,"-9",-9,27,72,75.5,15,97.7,-22.2
"395",2016,"T27","AustraliaJason Day",311.7,50,66.7,1.542,1,23,34,12,2,"-9",-9,27,72,89,15,97.7,-8.7
"396",2016,"T27","United StatesZac Blair",269.6,78.6,56.9,1.634,0,18,45,9,0,"-9",-9,27,72,75,15,97.7,-22.7
"397",2016,"T33","United StatesJason Dufner",290.9,71.4,68.1,1.673,0,19,43,9,1,"-8",-8,33,72,75,15,97.7,-22.7
"398",2016,"T33","AustraliaGeoff Ogilvy",290.1,76.8,66.7,1.625,0,21,40,10,0,"-8",-8,33,71,80,15,97.7,-17.7
"399",2016,"T33","United StatesLucas Glover",294.1,67.9,73.6,1.642,0,22,37,12,1,"-8",-8,33,72,79.5,15,97.7,-18.2
"400",2016,"T33","United StatesBrian Harman",286.2,76.8,69.4,1.76,0,16,48,8,0,"-8",-8,33,72,70,15,97.7,-27.7
"401",2016,"T33","United StatesRussell Henley",289.4,73.2,72.2,1.769,0,16,48,8,0,"-8",-8,33,72,70,15,97.7,-27.7
"402",2016,"T38","United StatesBen Martin",291.9,73.2,70.8,1.686,2,17,42,9,1,"-7",-7,38,71,84.5,15,97.7,-13.2
"403",2016,"T38","United StatesDaniel Summerhays",287.8,73.2,63.9,1.717,0,19,43,9,0,"-7",-7,38,71,76,15,97.7,-21.7
"404",2016,"T38","AustraliaRyan Ruffels",314,82.1,70.8,1.765,0,19,41,12,0,"-7",-7,38,72,73.5,15,97.7,-24.2
"405",2016,"T38","United StatesBryson DeChambeau",298.8,62.5,69.4,1.8,0,15,49,8,0,"-7",-7,38,72,67.5,15,97.7,-30.2
"406",2016,"T38","United StatesPatton Kizzire",287.5,85.7,69.4,1.64,0,19,42,10,1,"-7",-7,38,72,74,15,97.7,-23.7
"407",2016,"T38","United StatesBud Cauley",298.8,60.7,70.8,1.725,2,19,35,16,0,"-7",-7,38,72,84.5,15,97.7,-13.2
"408",2016,"T38","United StatesGeorge McNeill",278.6,71.4,77.8,1.768,0,16,48,7,1,"-7",-7,38,72,69.5,15,97.7,-28.2
"409",2016,"T38","United StatesHudson Swafford",307.5,64.3,72.2,1.673,1,19,38,14,0,"-7",-7,38,72,79,15,97.7,-18.7
"410",2016,"T46","SwedenJonas Blixt",286.8,71.4,62.5,1.644,0,16,48,6,2,"-6",-6,46,72,68,15,97.7,-29.7
"411",2016,"T46","JapanHiroshi Iwata",284.5,66.1,63.9,1.674,0,17,46,7,2,"-6",-6,46,72,69.5,15,97.7,-28.2
"412",2016,"T48","United StatesJason Gore",294.5,66.1,72.2,1.712,0,17,46,7,1,"-5",-5,48,71,70.5,15,97.7,-27.2
"413",2016,"T48","United StatesKevin Chappell",291.1,71.4,62.5,1.778,0,15,47,10,0,"-5",-5,48,72,64.5,15,97.7,-33.2
"414",2016,"T48","United StatesRyan Moore",280.3,58.9,62.5,1.756,0,15,50,5,1,"-5",-5,48,71,67.5,15,97.7,-30.2
"415",2016,"T48","United StatesCharles Howell III",307.8,55.4,73.6,1.717,2,15,42,12,1,"-5",-5,48,72,76,15,97.7,-21.7
"416",2016,"T52","New ZealandDanny Lee",283.8,58.9,66.7,1.583,1,19,39,9,4,"-4",-4,52,72,76,15,97.7,-21.7
"417",2016,"T52","United StatesJamie Lovemark",300.4,69.6,63.9,1.674,0,20,38,12,2,"-4",-4,52,72,71,15,97.7,-26.7
"418",2016,"T52","United StatesJim Furyk",276.7,73.2,72.2,1.731,0,14,48,10,0,"-4",-4,52,72,61,15,97.7,-36.7
"419",2016,"T52","South KoreaK.J. Choi",283.1,69.6,69.4,1.72,0,16,48,6,1,"-4",-4,52,71,68,15,97.7,-29.7
"420",2016,"T52","SpainRafa Cabrera Bello",287.2,82.1,65.3,1.66,1,17,40,13,1,"-4",-4,52,72,71.5,15,97.7,-26.2
"421",2016,"T57","GermanyAlex Cejka",281.6,76.8,61.1,1.773,0,17,44,8,3,"-3",-3,57,72,66,15,97.7,-31.7
"422",2016,"T57","United StatesHarold Varner III",300.3,76.8,61.1,1.773,0,16,44,11,1,"-3",-3,57,72,63.5,15,97.7,-34.2
"423",2016,"T57","United StatesSpencer Levin",273.9,75,63.9,1.739,1,12,48,11,0,"-3",-3,57,72,62.5,15,97.7,-35.2
"424",2016,"T57","United StatesJordan Spieth",294.6,57.1,56.9,1.683,0,17,41,14,0,"-3",-3,57,72,64.5,15,97.7,-33.2
"425",2016,"T61","United StatesJason Bohn",270.4,76.8,62.5,1.689,0,17,44,7,4,"-2",-2,61,72,65.5,15,97.7,-32.2
"426",2016,"T61","IndiaAnirban Lahiri",291.7,62.5,66.7,1.708,1,15,43,11,2,"-2",-2,61,72,67,15,97.7,-30.7
"427",2016,"T61","AustraliaRod Pampling",286.1,62.5,58.3,1.69,1,13,46,11,1,"-2",-2,61,72,63.5,15,97.7,-34.2
"428",2016,"64","ScotlandRussell Knox",275.6,67.9,61.1,1.659,1,18,37,13,3,"-1",-1,64,72,71,15,97.7,-26.7
"429",2016,"T65","ColombiaCamilo Villegas",285.2,53.6,59.7,1.721,1,15,41,13,2,"E",0,65,72,65,15,97.7,-32.7
"430",2016,"T65","United StatesBubba Watson",299.5,51.8,62.5,1.644,0,21,33,15,3,"E",0,65,72,69,15,97.7,-28.7
"431",2016,"67","United StatesDaniel Berger",301.4,50,59.7,1.791,0,15,44,11,1,"1",1,67,71,60.5,15,97.7,-37.2
"432",2016,"68","EnglandLuke Donald",285.7,60.7,58.3,1.786,0,12,47,12,1,"2",2,68,72,52.5,15,97.7,-45.2
"433",2016,"T69","United StatesKen Duke",276.6,67.9,51.4,1.703,0,13,44,14,1,"3",3,69,72,53,15,97.7,-44.7
"434",2016,"T69","United StatesScott Piercy",289.2,55.4,63.9,1.826,1,12,44,13,2,"3",3,69,72,57.5,15,97.7,-40.2
"435",2016,"T69","SwedenFreddie Jacobson",281.3,64.3,68.1,1.694,0,19,37,11,4,"3",3,69,71,66,15,97.7,-31.7
"436",2016,"T69","United StatesBrian Stuard",274.7,80.4,63.9,1.848,0,13,46,11,1,"3",3,69,71,55.5,15,97.7,-42.2
"437",2016,"73","South AfricaGeorge Coetzee",291.1,64.3,70.8,1.843,0,11,50,9,1,"4",4,73,71,52.5,15,97.7,-45.2
"438",2016,"T74","United StatesKevin Na",274.2,66.1,62.5,1.822,1,10,48,11,1,"5",5,74,71,55.5,15,97.7,-42.2
"439",2016,"T74","South KoreaSi Woo Kim",294.4,53.6,59.7,1.791,1,14,39,15,3,"5",5,74,72,59,15,97.7,-38.7
"440",2017,"1","United StatesJason Dufner",298.8,73.2,75,1.667,2,21,38,10,1,"-13",-13,1,72,122,16,88.53125,33.46875
"441",2017,"T2","IndiaAnirban Lahiri",308.3,62.5,66.7,1.604,0,22,39,10,1,"-10",-10,2,72,99.5,16,88.53125,10.96875
"442",2017,"T2","United StatesRickie Fowler",296.1,80.4,69.4,1.7,0,21,42,8,0,"-10",-10,2,71,100,16,88.53125,11.46875
"443",2017,"T4","United StatesJustin Thomas",305.5,64.3,66.7,1.708,0,16,49,7,0,"-9",-9,4,72,85,16,88.53125,-3.53125
"444",2017,"T4","United StatesMatt Kuchar",288.1,60.7,72.2,1.769,0,16,49,7,0,"-9",-9,4,72,85,16,88.53125,-3.53125
"445",2017,"T6","United StatesKyle Stanley",294.4,75,56.9,1.561,3,16,39,14,0,"-8",-8,6,72,96.5,16,88.53125,7.96875
"446",2017,"T6","United StatesJames Hahn",296.4,55.4,62.5,1.667,0,19,43,9,1,"-8",-8,6,72,85,16,88.53125,-3.53125
"447",2017,"T6","United StatesKevin Kisner",289.7,66.1,66.7,1.708,1,15,47,9,0,"-8",-8,6,72,84,16,88.53125,-4.53125
"448",2017,"T6","United StatesBubba Watson",305.7,60.7,68.1,1.673,2,20,36,13,0,"-8",-8,6,71,99.5,16,88.53125,10.96875
"449",2017,"T10","CanadaGraham DeLaet",302.7,67.9,66.7,1.729,1,16,45,9,1,"-7",-7,10,72,80,16,88.53125,-8.53125
"450",2017,"T10","United StatesJamie Lovemark",314,66.1,65.3,1.723,0,19,42,10,1,"-7",-7,10,72,79,16,88.53125,-9.53125
"451",2017,"T10","United StatesDaniel Summerhays",289.9,76.8,70.8,1.667,0,21,39,10,2,"-7",-7,10,72,82.5,16,88.53125,-6.03125
"452",2017,"T13","United StatesJordan Spieth",290,60.7,66.7,1.667,0,20,40,10,2,"-6",-6,13,72,79,16,88.53125,-9.53125
"453",2017,"T13","United StatesKevin Streelman",291.6,69.6,56.9,1.707,1,17,43,9,2,"-6",-6,13,72,80,16,88.53125,-8.53125
"454",2017,"T15","AustraliaJason Day",306.4,64.3,61.1,1.636,1,17,40,14,0,"-5",-5,15,72,78,16,88.53125,-10.53125
"455",2017,"T15","AustraliaMarc Leishman",305.7,75,62.5,1.667,0,18,41,13,0,"-5",-5,15,72,74,16,88.53125,-14.53125
"456",2017,"T15","SwedenDavid Lingmerth",288.5,57.1,63.9,1.717,1,18,40,11,2,"-5",-5,15,72,80.5,16,88.53125,-8.03125
"457",2017,"T15","IrelandShane Lowry",300.9,76.8,68.1,1.694,0,19,40,12,1,"-5",-5,15,72,76,16,88.53125,-12.53125
